Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB
ngas1240	lapsyd	angas_ngas1240	42	32	10	upsid	ngas1240-223	43	32	11	0.89	0.97	mʲ m e ɓ ŋ d v pʲ ɜi h ɲ g u z aː n f b ɛ s a j tʃ dʒ c i l ɨː ɟ ʄ k o t ɗ w p ʃ ʒ r bʲ ɨ ɣ	a aː b bʲ ɓ c d dʒ ɗ e ɛ ɜi f g ɣ h iː ɪ ɨː j ɟ ʄ k l m mʲ n ɲ ŋ o p pʲ r s ʃ t tʃ u uː v w z ʒ
alab1237	lapsyd	alabama_alab1237	20	14	6	upsid	alab1237-210	17	14	3	0.76	0.87	p m ɪ w n j ɸ ɪː s oː k b l ɬ aː h a t̪ o tʃ	a b e h j k l ɬ m n o p ɸ s t̪ tʃ w
siwi1239	lapsyd	siwi_siwi1239	44	38	6	phoible	siwi1239-1610	38	26	12	0.34	0.55	g qʷ j kʷ ʁʷ mˤ zˤ dʒ d b ʜ l o ɦ z χʷ ʃ f ɾ χ t ə a k bˤ w ɾˤ sˤ u tˤ s q n e i gʷ lˤ ʢ dˤ tʃ ʁ ʔ m fˤ	a æ b d dʒ e ɛ f g h ħ i ɪ ɪː j k l m n ŋ o ɔ p r rː ʀ s sː ʃ t tʃ u ʊ ʌ w z ʕ ʕː
kabu1256	lapsyd	capeverdecreolesantiagodialect_kabu1256	30	22	8	phoible	kabu1256-1606	28	21	7	0.71	0.84	u n ŋ f m l s tʃ ɛ i b j p w e ɔ r ɲ ʒ d o t g ɐ a dʒ z v k ʃ	a b c d e ɛ f g i ɟ k l ʎ m n ɲ ŋ̞ o ɔ p r s ʃ t u v z ʒ
pure1242	lapsyd	purepecha_pure1242	27	21	6	upsid	pure1242-594	39	33	6	0.57	0.64	kʷ r tʰ x ɛ k kʷʰ n tʃʰ m ts kʰ i w t ɨ p ɽ pʰ a ɔ j u tʃ tsʰ s ʃ	a b d ɛ f g h i ɨ˞ j k kʰ kʷ kʷʰ l ɭ m n ɲ ŋ o p pʰ ɸ r ɹ s ʂ ʃ t tʰ ts tsʰ tʃ tʃʰ u w x ʔ
seda1262	lapsyd	sedang_seda1262	88	41	47	upsid	seda1262-535	55	41	14	0.54	0.68	ⁿb k i iə ḛ̃ə̰̃ ũ ɔ̃ ĩə̃ ʂ ŋ ⁿd l̥ n̰ ḛə̰ kʰ ã̰ ṵ̃ə̰̃ t o ḭ oə ŋ̊ ĩ j ʍ m̰ o̰ r̰ eo ɛ̃ ⁿɟ w m̥ ie õə̃ ɲ̰ ɛ̰ ũə̃ n ã ṵ ṵo̰ ɲ w̰ ɛ h ḛ̃ ḭ̃ə̰̃ ɔ̰ ḭḛ a̰ o̰ḛ io n̥ ʔ s j̊ u oɛ eə r̥ tʰ l̰ j̰ pʰ uə ḛ ḭə̰ c ɛ̰̃ e ɓ ẽ r l ḭ̃ ẽə̃ ṵə̰ ɔ ɲ̊ ⁿg ŋ̰ ɗ ə̰̃õ̰ a uo p m	a a̰ b̰ d̰ e ḛ ɛ ɛ̰ h i ḭ j j̊ j̰ k kʰ l l̥ l̰ m m̥ m̰ ⁿb n n̥ n̰ ⁿd ⁿdʒ ɲ ɲ̊ ɲ̰ ŋ ŋ̊ ŋ̰ ⁿg o o̰ ɔ ɔ̰ p pʰ r r̥ r̰ s ʃ t tʰ tʃ u ṵ w w̰ ʍ ʔ
suen1241	lapsyd	suena_suen1241	18	13	5	upsid	suen1241-558	18	13	5	0.80	0.93	s m d g i n k a t ɾ dz u w p o e j b	a b d dz ɛ g i j k m n ɔ p ɾ s t u w
wara1290	lapsyd	warayaustralia_wara1290	17	12	5	upsid	wara1290-620	21	16	5	0.81	0.81	k p ɔ w t l a̟ i m ɛ ŋ c ɲ n r j u	a̟ c cː ɛ i j k kː l m n ɲ ŋ ɔ p pː r t tː u w
mand1415	lapsyd	mandarin_mand1415	35	25	10	upsid	mand1415-286	32	25	7	0.49	0.78	p i x ʈʂ ei ɑu ou ʈʂʰ k tʰ f u ai ɤ ʐ l ts̪ ts̪ʰ m ʂ ɨ y j t ç ɑ pʰ n ɥ s̪ w kʰ tɕʲ ŋ tɕʲʰ	a a˞ ç cç cçʰ ə˞ ɤ̟ f i j k kʰ l m n ŋ p pʰ s ʂ t tʰ ts tsʰ ʈʂ ʈʂʰ u ɥ w y ʐ χ
mani1292	lapsyd	meithei_mani1292	31	25	6	phoible	mani1292-1125	31	25	6	1.00	1.00	dʱ dʒʱ i m a j ə w h e dʒ n tʰ k gʱ p s o g r d bʱ tʃʰ ŋ b tʃ kʰ u t pʰ l	a b bʱ d dʱ dʒ dʒʱ e ə g gʱ h i j k kʰ l m n ŋ o p pʰ r s t tʰ tʃ tʃʰ u w
paco1243	lapsyd	pacoh_paco1243	53	23	30	upsid	paco1243-511	33	18	15	0.51	0.60	ɛː r w̰ iə pʰ ɓ aː ea j̰ m u əː ʔ oa æː ɗ ɨ e k oː əa ɜː n ɨː j uə a l p ɔ ɒː iː tʰ i n̠ o æ t̠ ɜ t β̞ eː h uː ɔː ɒ ʄ ʃ ɨə ɛ ə kʰ ŋ	a æ ɒ b̰ d̠̰ d̰ e ɛ ɘ ɜ h i iə ɨ ɨə j k l m n n̠ ŋ o ɔ p r ʃ t t̠ u uə ʔ β̞
nung1283	lapsyd	nung_nung1283	41	26	15	upsid	nung1283-502	32	21	11	0.43	0.63	tʃʰ ʔ ɰ aː m pʰ ɔ ɯ ɛː oː tʰ a uː f v ʒ h l ɗ ɬ k kʰ s ɛ ɯː ɓ ŋ ɔː tʃ w əː j u i ʃ n eː ɲ t p iː	ă a̟ aɯ b̰ d̰ e̞ f h i ɪ̆ j k kʰ l ɬ m n ŋ o̞ p pʰ ʃ t tʰ tʃ tʃʰ u ɯ ɯ̞̆ ʊ̆ w ʔ
basq1248	lapsyd	basquecentral_basq1248	29	24	5	upsid	basq1248-321	28	23	5	0.50	0.78	ɾ ʎ r ts e b m g h s ʃ p ɲ tʃ x u ɟ t̪ l n̪ s̪ o d̪ k f i ts̪ c a	a b c d e̞ f g ɪ ɟ k l ʎ m n ɲ o̞ p r ɾ s ʂ ʃ t ts tʃ ʈʂ u χ
basq1248	lapsyd	basquecentral_basq1248	29	24	5	phoible	basq1248-2161	33	23	10	0.55	0.80	ɾ ʎ r ts e b m g h s ʃ p ɲ tʃ x u ɟ t̪ l n̪ s̪ o d̪ k f i ts̪ c a	a ai̯ au̯ b c d̪ e ei̯ eu̯ f g i j k l ʎ m n ɲ o oi̯ p r ɾ s̺ s̪̻ ʃ t̪ ts̺ ts̪̻ tʃ u x
basq1248	upsid	basq1248-321	28	23	5	phoible	basq1248-2161	33	23	10	0.39	0.76	a b c d e̞ f g ɪ ɟ k l ʎ m n ɲ o̞ p r ɾ s ʂ ʃ t ts tʃ ʈʂ u χ	a ai̯ au̯ b c d̪ e ei̯ eu̯ f g i j k l ʎ m n ɲ o oi̯ p r ɾ s̺ s̪̻ ʃ t̪ ts̺ ts̪̻ tʃ u x
cofa1242	lapsyd	cofan_cofa1242	40	30	10	upsid	cofa1242-289	35	30	5	0.70	0.83	õ ɛ ɣ β i a g ɾ ã t f ʔ ʑ j h dʒ m w n pʰ ɟ o tʰ kʰ ɨ̃ ĩ ts p b ʃ tʃʰ d ɛ̃ k tʃ ɨ ɰ ɲ s dz	a b c cʰ d dʒ ɛ f g ɣ h i ɨ j ɟ k kʰ m n ɲ o̞ p pʰ r s ʃ t tʰ tʃ tʃʰ ɰ w ʑ ʔ β
bats1242	lapsyd	bats_bats1242	46	35	11	upsid	bats1242-242	45	35	10	0.72	0.93	u z̪ d̪ ɑː n ĩ ɑ̃ j tʃ i ʃ ɸ ʒ ħ ũ q ts̪ dz̪ o ɬ ʔ tʃʼ h g ẽ t̪ʼ r qʼ ts̪ʼ ɛ χ m dʒ k t̪ s̪ ʡ b õ l pʼ ʁ β p kʼ ɑ	ɑ ɑ̃ b d̪ dz̪ dʒ ẽ ɛ g h ħ i ĩ j kʰ kʼ l ɬ m n o õ pʰ pʼ ɸ qʰ qʼ r ʁ s̪ ʃ t̪ʰ ts̪ʰ ts̪ʼ tʃʰ tʃʼ t̪ʼ u ũ z̪ ʒ ʔ ʕ̝ β χ
hupa1239	lapsyd	hupa_hupa1239	34	28	6	upsid	hupa1239-359	35	28	7	0.82	0.93	oː c q m hʷ tʃʼ ŋ tʃ x tʃʷʰ ɪ qʼ cʼ aː cʰ ɬ t j o n h tʰ tsʰ s tʼ a eː w tsʼ tɬʼ xʷ ʔ ts l	a aː c cʰ cʼ e̞ e̞ː h hʷ ɪ j l ɬ m n ŋ o̞ o̞ː q qʼ s t tʰ tɬʼ ts tsʰ tsʼ tʃ tʃʷʰ tʃʼ tʼ w x xʷ ʔ
gunw1252	lapsyd	kunwinjku_gunw1252	22	17	5	phoible	gunw1252-883	24	19	5	0.53	0.72	m r ʔ w t n̠ u n t̠ j e ɳ ɻ ɭ a o l k ʈ ŋ p i	a b d̪ dʲ ɖ e g i j l ɭ ʎ m n ɲ ɳ ŋ o r ɻ ɽ u w ʔ
toar1246	lapsyd	toaripi_toar1246	14	8	6	upsid	toar1246-589	14	8	6	0.75	0.90	l h m k i a s ɔ u p e f o t	a e̞ f h i k l m o̞ ɔ p s t u
ngit1239	lapsyd	ngiti_ngit1239	53	44	9	phoible	ngit1239-1470	49	44	5	0.73	0.84	o ɲ ⁿɟ k v w pɸ ɖʳ gb t ɓ̥ ts ʔ ʄ̥ a p bβ ⁿv g ɽ ɛ ⁿg ⁿb s ɔ β̞ b ʈʳ dz ɪ c ɓ m ⁿgb l i f n h ⁿz kp ⁿd ᶑ̥ j ᶑ ʄ ɟ u z ʊ e ⁿɖʳ d	a b bv ɓ ɓ̥ c d dz ɖʳ ɗ ɗ̥ e f g gb h i j ɟ ʄ ʄ̥ k kp l m ⁿb ⁿv n ⁿd ⁿz ɲ ⁿɟ ⁿɖʳ ⁿg ⁿgb o p pf r s t ts ʈʳ u v w z ʔ β
tuvi1240	lapsyd	tuva_tuvi1240	44	20	24	upsid	tuvi1240-599	29	20	9	0.55	0.75	ʃ n̪ o ts̪ u dʒ eː β ŋ f ḛ oː ɯː i m b o̰ e ɑː ø̰ t̪ tʃ p k uː dz ɯ ɑ g øː j yː r d̪ y̰ l̪ ḭ ɯ̰ iː ɑ̰ ṵ y s̪ ø	ɑ b d̪ dz̪ dʒ e ɛ ɤ f g i j k l̪ m n̪ ŋ o ø p r s̪ ʃ t̪ ts̪ tʃ u y β
tuvi1240	lapsyd	tuva_tuvi1240	44	20	24	phoible	tuvi1240-1225	37	21	16	0.42	0.68	ʃ n̪ o ts̪ u dʒ eː β ŋ f ḛ oː ɯː i m b o̰ e ɑː ø̰ t̪ tʃ p k uː dz ɯ ɑ g øː j yː r d̪ y̰ l̪ ḭ ɯ̰ iː ɑ̰ ṵ y s̪ ø	a aː e eː f g i iː j k l m n ŋ o ø oː øː p pʰ r s ʃ t tʰ ts tʃ u uː ɯ ɯː ʋ x y yː z ʒ
tuvi1240	upsid	tuvi1240-599	29	20	9	phoible	tuvi1240-1225	37	21	16	0.32	0.64	ɑ b d̪ dz̪ dʒ e ɛ ɤ f g i j k l̪ m n̪ ŋ o ø p r s̪ ʃ t̪ ts̪ tʃ u y β	a aː e eː f g i iː j k l m n ŋ o ø oː øː p pʰ r s ʃ t tʰ ts tʃ u uː ɯ ɯː ʋ x y yː z ʒ
mbab1239	lapsyd	mbabaram_mbab1239	38	26	12	upsid	mbab1239-606	24	20	4	0.29	0.55	kʷ ɨ ⁿg ɛ iː k ŋʷ ⁿd̪ tʷ n̪ uː u ŋ t̪ ɔ ɛː a ⁿɟ ⁿb w p ɲ t aː ɨː ⁿdʷ ɾ nʷ j c n l m ɺ i ⁿgʷ ⁿd ɔː	a b d̠ d g gʷ i j l m ⁿb n̠ n ⁿd̠ ⁿd ŋ ⁿg ⁿgʷ ŋʷ r ɽ u ɯ w
adio1239	lapsyd	adjukru_adio1239	28	21	7	phoible	adio1239-1527	28	21	7	1.00	1.00	r l m w k n ɲ kp p d o a gb b f h j dʒ ŋ i e tʃ u s ɛ ɔ t g	a b d dʒ e ɛ f g gb h i j k kp l m n ɲ ŋ o ɔ p r s t tʃ u w
gumu1244	lapsyd	gumuzsouthern_gumu1244	48	38	10	phoible	gumu1244-1475	44	34	10	0.80	0.86	ŋʷ ŋ k kʷ g ɲ uː tʃ tʼ cç e ts gʷ ʒ l cçʼ ɓ o v a z kʼʷ w eː t h s i ɾ iː tsʼ d f ʔ b ɗ ʃ kʼ tʃʼ p oː aː j u ɟʝ pʼ m n	a aː b ɓ cç cçʼ d ᶑ e eː f g ɠ h i iː j ɟʝ k kʼ l m n ɲ ŋ o oː p pʼ r s ʃ t ts tsʼ tʃ tʃʼ tʼ u uː w z ʒ ʔ
kris1246	lapsyd	isaka_kris1246	18	8	10	phoible	kris1246-894	14	9	5	0.60	0.71	ɔ o s ũ ĩ ɛ ɔ̃ i b p ã w d ɛ̃ k a t j	a b d ɛ i j k ɔ p ɸ s t u w
awng1244	lapsyd	awngi_awng1244	33	27	6	upsid	awng1244-234	35	28	7	0.70	0.86	ʁ ʃ d b k e ŋ kʷ q m t p u ʁʷ j dʒ tʃ w s ŋʷ qʷ f ts a g o gʷ ɨ i n z l ɾ	a æ b dz dʒ ɖ e̞ f g gʷ ɢ ɢʷ i ɨ j k kʷ l m n ŋ ŋʷ o̞ p q qʷ ɾ s ʃ t ts tʃ u w z
dyir1250	lapsyd	dyirbal_dyir1250	16	13	3	upsid	dyir1250-303	16	13	3	0.60	0.80	m t a n c ɲ ɻ p j l u w r i k ŋ	a b d g i j ɟ l m n ɲ ŋ r ɻ u w
ndut1239	lapsyd	ndut_ndut1239	43	27	16	upsid	ndut1239-487	34	27	7	0.71	0.82	ɔː ⁿɟ d g w ɲ ɟ j n eː f i ɛ k b m aː ʄ əː ɪː ⁿg ɔ ⁿb a ɪ ʔ u s l e ŋ ɛː ə iː c r p uː h ⁿd ɗ t ɓ	a b ɓ c d ɗ e ɛ ɘ f g ɣ h i j ɟ k l m ⁿb n ⁿd ɲ ⁿɟ ŋ ⁿg ɔ p r s t u w ʔ
kalk1246	lapsyd	kalkatungu_kalk1246	23	20	3	upsid	kalk1246-431	23	20	3	0.92	0.96	m ʎ l̪ t a ɾ l ʈ ɽ ɳ ɲ w ɭ p n̪ c i k ŋ u t̪ j n	a c i j k l l̪ ɭ ʎ m n n̪ ɲ ɳ ŋ p ɻ ɾ t t̪ ʈ u w
achu1247	lapsyd	achumawi_achu1247	39	29	10	upsid	achu1247-199	23	17	6	0.32	0.59	j qʼ p l̰ ʔ ɔ ʜ tʃʼ tʰ m tʃ t k u ɛː s aː q pʼ w ɛ kʼ h i n̰ tʃʰ n w̰ m̰ qʰ iː uː pʰ l kʰ a ɔː j̰ tʼ	a dʒ e̞ ə h i j k l m n o̞ p q r s ʃ t u w x ʔ χ
bero1242	lapsyd	birom_bero1242	34	22	12	upsid	bero1242-257	29	22	7	0.75	0.80	e z kp m s ŋ gb dʒ w tʃ d g ɛ t v aː b h j n oː f l uː i a k u iː eː ɔ p r o	a b c d e ɛ f g gb h i j ɟ k kp l m n ŋ o ɔ p r s t u v w z
sanu1240	lapsyd	sanuma_sanu1240	25	12	13	phoible	sanu1240-1236	24	11	13	0.96	0.98	ĩ w t n u tʰ h e i l s o a õ m p ɨ̃ ẽ ts k ũ j ɨ ə ã	a ã e ẽ ə h i ĩ ɨ ɨ̃ k l m n o õ p s t tʰ ts u ũ w
seme1247	lapsyd	semelai_seme1247	53	33	20	phoible	seme1247-1003	51	33	18	0.65	0.86	ĩ ɲ n̥ ʔ w c ʉ̃ m̰ m o ã h w̰ ɲ̰ ʉ u ŋ j̰ g kʰ j i ɛ l l̰ ŋ̊ p n ũ ɔ̃ d ɒ ə e ɛ̃ b t̪ʰ r̰ a m̥ n̰ ɕ ə̃ ɒ̃ ɟ ẽ õ ɔ cʰ pʰ r t̪ k	a ã ɒ b c cʰ d e ẽ ə ə̃ ɛ ɛ̃ g h i ĩ j ɟ k kʰ l m m̥ n n̥ ɲ ŋ ŋ̊ o õ ɔ ɔ̃ p pʰ r s t tʰ u ũ ʉ w z ʔ ˀj ˀl ˀm ˀn ˀɲ ˀr
yagu1244	lapsyd	yagua_yagu1244	27	11	16	upsid	yagu1244-628	23	11	12	0.47	0.75	ɔ̃ː pʷ k ãː ɾ ɨ̃ː ʊ ɨ̃ a ɔː aː ã ɔ̃ ʊ̃ ts ⁿbʷ h ɨː ⁿd ʊ̃ː ɔ t w ɨ tʃ j ʊː	a ã e ẽ h i ĩ ɨ ɨ̃ j k m n ɔ ɔ̃ p ɾ t ts tʃ ʊ ʊ̃ w
koho1244	lapsyd	sre_koho1244	39	29	10	upsid	koho1244-425	37	27	10	0.95	0.93	j g u c a o p ɲ̊ ɤ i d w ɓ s kʰ ɛ n t ɟ k pʰ ʍ ʔ tʰ m ŋ m̥ n̥ ɔ h ɲ e j̊ cʰ ɯ b l ɗ ɒ	a ɒ b ɓ c cʰ d ɗ e ɛ ɤ g h i j ɟ k kʰ l m m̥ n n̥ ɲ ɲ̊ ŋ o ɔ p pʰ s t tʰ u ɯ w ʔ
katc1249	lapsyd	kadugli_katc1249	36	22	14	upsid	katc1249-627	27	22	5	0.57	0.69	eː i m aː p iː w h d̪ ɔ r l n b c ɔː o uː t ɓ dʒ g t̪ ɛ ɗ oː d f s u j e k ɛː a ɲ	a b ɓ c d d̪ ɗ e̞ f g i j ʄ k l m n ɲ ŋ o̞ p r s t t̪ u w
katc1249	lapsyd	kadugli_katc1249	36	22	14	phoible	katc1249-1421	59	39	20	0.44	0.57	eː i m aː p iː w h d̪ ɔ r l n b c ɔː o uː t ɓ dʒ g t̪ ɛ ɗ oː d f s u j e k ɛː a ɲ	a aː b bː ɓ ɓː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː
katc1249	lapsyd	kadugli_katc1249	36	22	14	phoible	katc1249-1422	61	41	20	0.43	0.58	eː i m aː p iː w h d̪ ɔ r l n b c ɔː o uː t ɓ dʒ g t̪ ɛ ɗ oː d f s u j e k ɛː a ɲ	a aː b bː ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː z zː ʔ ʔː
katc1249	lapsyd	kadugli_katc1249	36	22	14	phoible	katc1249-1423	59	39	20	0.46	0.59	eː i m aː p iː w h d̪ ɔ r l n b c ɔː o uː t ɓ dʒ g t̪ ɛ ɗ oː d f s u j e k ɛː a ɲ	a aː b ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː
katc1249	upsid	katc1249-627	27	22	5	phoible	katc1249-1421	59	39	20	0.30	0.47	a b ɓ c d d̪ ɗ e̞ f g i j ʄ k l m n ɲ ŋ o̞ p r s t t̪ u w	a aː b bː ɓ ɓː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː
katc1249	upsid	katc1249-627	27	22	5	phoible	katc1249-1422	61	41	20	0.29	0.47	a b ɓ c d d̪ ɗ e̞ f g i j ʄ k l m n ɲ ŋ o̞ p r s t t̪ u w	a aː b bː ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː z zː ʔ ʔː
katc1249	upsid	katc1249-627	27	22	5	phoible	katc1249-1423	59	39	20	0.32	0.51	a b ɓ c d d̪ ɗ e̞ f g i j ʄ k l m n ɲ ŋ o̞ p r s t t̪ u w	a aː b ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː
katc1249	phoible	katc1249-1421	59	39	20	phoible	katc1249-1422	61	41	20	0.90	0.91	a aː b bː ɓ ɓː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː	a aː b bː ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː z zː ʔ ʔː
katc1249	phoible	katc1249-1421	59	39	20	phoible	katc1249-1423	59	39	20	0.93	0.94	a aː b bː ɓ ɓː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː	a aː b ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː
katc1249	phoible	katc1249-1422	61	41	20	phoible	katc1249-1423	59	39	20	0.90	0.89	a aː b bː ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ɟː ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː z zː ʔ ʔː	a aː b ɓ ɓː c cː ɗ ɗː e eː ə əː ɛ ɛː f fː i iː ɪ ɪː j jː ɟ ʄ k kː l lː m mː n nː ɲ ɲː ŋ ŋː o oː ɔ ɔː p pː r rː s sː t̪ t̪ː ʈ ʈː u uː ʊ ʊː w wː ʔ ʔː
tulu1258	lapsyd	tulu_tulu1258	34	21	13	upsid	tulu1258-566	37	24	13	0.92	0.93	n̪ eː s e ɯ ŋ t̪ uː b ʋ ɛː ʃ dʒ ɳ k d̪ l̪ m o iː ɲ p tʃ aː ɐ g ɛ ɖ j u ʈ i r oː	aː ɐ b d̪ dʒ ɖ e eː ɛ ɛː g i iː j k l̪ ɭ m n̪ ɲ ɳ ŋ o oː p r s ʂ ʃ t̪ tʃ ʈ u uː ɯ ʋ x
nyan1313	lapsyd	nyangi_nyan1313	29	20	9	upsid	nyan1313-505	25	18	7	0.86	0.83	k t zʲ ɲ ŋ i ʊ r o e ɗ n m ɠ ɛ c h ɬ ɪ p ɔ j s̪ ʄ a l u w ɓ	a ɓ c ɗ e ɛ ɠ i j ʄ k l ɬ m n ɲ ŋ o ɔ p r s̪ t u w
nort2952	lapsyd	maidunortheastern_nort2952	23	17	6	upsid	nort2952-498	23	17	6	0.77	0.94	n pʰ kʼ tʼ i s̠ tʰ a ɛ ɗ w l pʼ u ɨ j ɔ ɓ h cʼ cʰ m kʰ	a ɓ cʰ cʼ ɗ e̞ h i ɨ j kʰ kʼ l m n o̞ pʰ pʼ s tʰ tʼ u w
qaqe1238	lapsyd	baining_qaqe1238	31	18	13	upsid	qaqe1238-267	22	14	8	0.66	0.74	n ɣʷ p ŋ ɔ s ɔː kʷ ai ɾ m au uː ɣ u ŋʷ ɛi aː l ⁿd a t iː ɛː ⁿb w ɛ i ⁿg ⁿgʷ k	a ai au ɛ ɛi ɣ i k l m ⁿb n ⁿd ŋ ⁿg o̞ p ɾ s t u w
aona1235	lapsyd	aomongsendialect_aona1235	27	21	6	upsid	aona1235-497	20	14	6	0.31	0.57	p z̪ h tʃ l t̪ w ts̪ a n̪ t̪ʰ kʰ ʔ pʰ u k ə m s̪ i ts̪ʰ ŋ ɻ j a̰ ʉ tʃʰ	a cç e i j k l ɭ͓ m n ŋ o p s t u ɯ w z ʔ
wapi1253	lapsyd	wapishana_wapi1253	26	18	8	upsid	wapi1253-608	25	17	8	0.28	0.76	k uː m g n t a h ʃ aː ɖ w tʃ ɲ p j ɽ ɨː ʔ u i s b ɨ ʐ iː	a ã b̰ d d̰ g h i ĩ ɨ ɨ̃ kʰ m n̠ pʰ ɾ s ʃ tʰ tʃʰ u ũ w ʐ̰ ʔ
khas1269	lapsyd	khasi_khas1269	32	21	11	upsid	khas1269-403	29	21	8	0.65	0.85	ɲ t̪ aː h p uː iː b d k e ia ŋ l uo kʰ pʰ w j ie m i s n u ʔ a o ʃ r tʰ dʒ	a b d dʒ ɛ h i ia ie̞ j k kʰ ɭ m n ɲ ŋ ɔ p pʰ r s ʃ t tʰ u uo w ʔ
newa1246	lapsyd	newarikathmandudialect_newa1246	32	24	8	upsid	newa1246-489	32	24	8	0.83	0.96	dz dʱ dzʱ tsʰ n nʱ lʱ pʰ bʱ ĩ a̟ p ũ g h ts ɤ̃ mʱ tʰ k u gʱ ɤ ã̟ i m t kʰ b s l d	a̟ ã̟ b bʱ d dʱ dz dzʱ ɤ̞ ɤ̞̃ g gʱ ɦ i ĩ k kʰ l lʱ m mʱ n nʱ p pʰ s t tʰ ts tsʰ u ũ
kash1277	lapsyd	kashmiri_kash1277	72	44	28	upsid	kash1277-389	55	27	28	0.61	0.77	uː ɔː lʲ ə mʲ tɕ kʰ ĩː ĩ õ t̪ʰ bʲ ãː m iː ẽ g ɦʲ pʲʰ b e ɛ̃ː ã pʲ ɛː l nʲ dz j kʲ kʲʰ pʰ t̪ʲʰ tɕʰ aː d̪ʲ u ũː ʈ ɨ̃ː k ɦ ɜ̃ z ɖ d̪ ts i r s tsʰ ɨ dʑ əː ɕ n ʑ t̪ʲ ɒ w t̪ p ə̃ː rʲ o ɨː ʈʰ ũ ɔ̃ː gʲ ɜ wʲ	ã aː ãː ɒ b d̪ dz dʒʲ ɖ e ẽ ɛː ɛ̃ː ɘ ɘː ɘ̃ː ɜ ɜ̃ g ɦ i ĩ iː ĩː ɨ ɨː ɨ̃ː j k kʰ l m n o õ ɔː ɔ̃ː p pʰ r s ʃʲ t̪ t̪ʰ ts tsʰ tʃʲ tʃʲʰ ʈ ʈʰ u ũ uː ũː w
nucl1240	lapsyd	mumuye_nucl1240	34	22	12	upsid	nucl1240-478	34	23	11	0.84	0.90	w i s v ũ ɔ̃ m ã ʃ ɛ̃ b l ĩ kp a h ɔ j u z õ p d ɓ gb ʒ n g o f t k ɛ r	a ã b ɓ d ɛ ɛ̃ f g gb h i ĩ j k kp l m n ŋʷ o̞ õ̞ ɔ p r s ʃ t u ũ v w z ʒ
